sItem_code,seq,id,descr,fApp_code,tCode_code,semanticObject,semanticAction,bRole_code,,
J58,107,J58.107,Withdraw Verify Currency Adjustments(Verify Currency Adjustments - For Requester),F4670,,AccountingDocument,requestCrcyAdjustment,SAP_BR_GL_ACCOUNTANT,,
J58,108,J58.108,Approve Verify Currency Adjustments (for Processor- Inbox)(Verify Journal Entries in General Ledger),F2728,,AccountingDocument,verifyGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,109,J58.109,Approve Verify Currency Adjustments (for Processor- Inbox)(Verify Journal Entries in General Ledger - For Processor),,Inbox,,,,,
J58,110,J58.110,Approve Verify Currency Adjustments (for Processor- Inbox)(Verify Currency Adjustments - For Requester),F4670,,AccountingDocument,requestCrcyAdjustment,SAP_BR_GL_ACCOUNTANT,,
J58,111,J58.111,Approve Verify Currency Adjustments (for Processor- Inbox)(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J58,112,J58.112,Forward Verify Currency Adjustments (for Processor- Inbox)(Verify Journal Entries in General Ledger),F2728,,AccountingDocument,verifyGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,113,J58.113,Forward Verify Currency Adjustments (for Processor- Inbox)(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
J58,114,J58.114,Forward Verify Currency Adjustments (for Processor- Inbox)(Verify Journal Entries in General Ledger - For Processor),,Inbox,,,,,
J58,115,J58.115,Reject Verify Currency Adjustments (for Processor- Inbox)(Verify Journal Entries in General Ledger),F2728,,AccountingDocument,verifyGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,116,J58.116,Reject Verify Currency Adjustments (for Processor- Inbox)(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
J58,117,J58.117,Reject Verify Currency Adjustments (for Processor- Inbox)(Verify Journal Entries in General Ledger - For Processor),,Inbox,,,,,
J58,118,J58.118,Edit a Rejected Verify Currency Adjustment (Requester)(Verify Currency Adjustments),F4670,,AccountingDocument,requestCrcyAdjustment,SAP_BR_GL_ACCOUNTANT,,
J58,119,J58.119,Edit a Rejected Verify Currency Adjustment (Requester)(Verify Currency Adjustments - For Requester),F4670,,AccountingDocument,requestCrcyAdjustment,SAP_BR_GL_ACCOUNTANT,,
J58,120,J58.120,Verify Data Flow,,ACC_ECS_MAINTAIN,ClosingReport,verifyDataFlow,SAP_BR_GL_ACCOUNTANT,,
J58,121,J58.121,Verify Data Flow(Perform Foreign Currency Valuation),FAGL_FCV,,ClosingReport,performForeignCurrValuation,SAP_BR_GL_ACCOUNTANT,,
J58,122,J58.122,Post Tax Payables,F1597,,AccountingDocument,postTaxPayables,SAP_BR_GL_ACCOUNTANT,,
J58,123,J58.123,Deferred Tax Transfer(Post Tax Payables),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
J58,124,J58.124,Deferred Tax Transfer(Transfer Deferred Tax),,S_AC0_52000644,TaxReport,transferDeferredTaxHU,SAP_BR_GL_ACCOUNTANT_AT,,
J58,125,J58.125,Regroup Receivables/Payables(Regroup Receivables / Payables),FAGLF101,,ClosingReport,reclassifyReceivablesPayables,SAP_BR_GL_ACCOUNTANT,,
J58,126,J58.126,Process Batch Input Session(Batch Input Sessions in My Area),,SM35SA,BatchInputSession,processSessionsInApplicationArea,SAP_BR_AP_ACCOUNTANT,,
J58,127,J58.127,Import Financial Plan Data,F1711,,CompanyCode,integrateERPPC,SAP_BR_BUDGET_SPECIALIST,,
J58,128,J58.128,Import Financial Plan Data(Balance Sheet/Income Statement),F0708,,FinancialStatement,display,SAP_BR_EXTERNAL_AUDITOR,,
J58,129,J58.129,Balance Sheet / Income Statement(Balance Sheet/Income Statement),F0708,,FinancialStatement,display,SAP_BR_EXTERNAL_AUDITOR,,
J58,130,J58.130,Dynamic Reclassification of Receivables/Payables(Balance Sheet/Income Statement),F0708,,FinancialStatement,display,SAP_BR_EXTERNAL_AUDITOR,,
J58,131,J58.131,Financial Statement Download and Printing(Balance Sheet/Income Statement),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
J58,132,J58.132,Trial Balance,F0996,,GLAccount,analyzeTrialBalance,SAP_BR_EXTERNAL_AUDITOR,,
J58,133,J58.133,Year-to-Date Balances,,W0177,GLAccount,analyzeJournalBalance,SAP_BR_EXTERNAL_AUDITOR,,
J58,134,J58.134,Balance Carryforward Status,F4683,,ClosingReport,carryForwardStatus,SAP_BR_AA_ACCOUNTANT,,
J58,135,J58.135,Display Journal Entries - in T-Account View(Display Journal Entries),FBU3,,AccountingDocument,displayJournalEntryCrossCompany,SAP_BR_GL_ACCOUNTANT,,
J58,136,J58.136,Display Journal Entries - in T-Account View(Display Journal Entries - In T-Account View),F3664,,AccountingDocument,impact,SAP_BR_AA_ACCOUNTANT,,
J58,137,J58.137,Statement of Changes in General Ledger,,W0162,GLAccount,statementOfChanges,SAP_BR_GL_ACCOUNTANT,,
J58,138,J58.138,Perform Advanced Foreign Currency Valuation(Schedule General Ledger Jobs),F1927,,FinanceApplicationJob,scheduleMJEMassReverseJobs,SAP_BR_ADMIN_APR_FICA,,
J58,139,J58.139,Perform Advanced Foreign Currency Valuation(Application Jobs),F1240,,ApplicationJob,show,SAP_BR_ADMINISTRATOR,,
J58,140,J58.140,Credit-Risk-Based Impairment(Manage Your Solution),F1241,,CloudSolution,manage,SAP_BR_AP_MANAGER_IT,,
J58,141,J58.141,Credit-Risk-Based Impairment(Schedule General Ledger Jobs),F1927,,FinanceApplicationJob,scheduleMJEMassReverseJobs,SAP_BR_ADMIN_APR_FICA,,
J58,142,J58.142,Post B/S Reclassification(Schedule General Ledger Jobs),F1927,,FinanceApplicationJob,scheduleMJEMassReverseJobs,SAP_BR_ADMIN_APR_FICA,,
J59,001,J59.001,Maintain Business Partners(Schedule General Ledger Jobs),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
J59,002,J59.002,Maintain Business Partners(Maintain Business Partner),,BP,BusinessPartner,maintain,SAP_BR_ADMIN_APR_FICA,,
J59,003,J59.003,Display Customer List,F2640,,Customer,displayList,SAP_BR_AR_ACCOUNTANT,,
J59,004,J59.004,Enter Invoice Without Sales Order(Create Outgoing Invoices),FB70,,Customer,createOutgoingInvoice,SAP_BR_AR_ACCOUNTANT,,
J59,005,J59.005,Create Dunning Notices,F150,,CustomerCollections,createDunning,SAP_BR_AR_ACCOUNTANT,,
J59,006,J59.006,Manage My Dunning Proposals(My Dunning Proposals),F2435,,DunningRun,manage,SAP_BR_AR_ACCOUNTANT,,
J59,007,J59.007,Display Dunning History,FPM3,,CADunning,displayOverview,SAP_BR_ADMIN_APR_FICA,,
J59,008,J59.008,Display Dunning History,F2328,,Customer,displayDunningHistory,SAP_BR_AR_ACCOUNTANT,,
J59,009,J59.009,Open Correspondence(Create Correspondence),F0744A,,Correspondence,create,SAP_BR_AP_ACCOUNTANT,,
J59,010,J59.010,Accounts Receivable Overview,F3242,,CompanyCode,overviewAccountsReceivable,SAP_BR_AR_MANAGER,,
J59,011,J59.011,Monitor Overdue Receivables(Overdue Receivables),F1747,,OverdueReceivablesKPI,analyzeSBKPIOverdueReceivables,SAP_BR_AR_MANAGER,,
J59,012,J59.012,Monitor Overdue Receivables(Overdue Receivables),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
J59,013,J59.013,Monitor Overdue Receivables by Risk Class(Overdue Receivables),F1747,,OverdueReceivablesKPI,analyzeSBKPIOverdueReceivables,SAP_BR_AR_MANAGER,,
J59,014,J59.014,Monitor Overdue Receivables by Risk Class(Overdue Receivables - by Risk Class),F2539,,OverdueReceivablesKPI,analyzeSBKPIOverdueReceivablesByRiskClass,SAP_BR_AR_MANAGER,,
J59,015,J59.015,Display Reprocessing Rate of Incoming Payments(Reprocessing Rate of Incoming Payments),F1619,,ReprocessingRateKPI,analyzeSBKPIReprocessingRate,SAP_BR_AR_MANAGER,,
J59,016,J59.016,Future Receivables,F1744,,FutureReceivablesKPI,analyzeSBKPIFutureReceivables,SAP_BR_AR_MANAGER,,
J59,017,J59.017,Future Receivables,,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
J59,018,J59.018,Total Receivables,F1748,,TotalReceivablesKPI,analyzeSBKPITotalReceivables,SAP_BR_AR_MANAGER,,
J59,019,J59.019,Total Receivables(Total Receivables - Today),F1748,,TotalReceivablesKPI,analyzeSBKPITotalReceivables,SAP_BR_AR_MANAGER,,
J59,020,J59.020,Days Sales Outstanding,F1741,,DaysSalesOutstandingKPI,analyzeSBKPIDaysSalesOutstanding,SAP_BR_AR_MANAGER,,
J59,021,J59.021,Days Sales Outstanding(Days Sales Outstanding - Last 12 Months),F1741,,DaysSalesOutstandingKPI,analyzeSBKPIDaysSalesOutstanding,SAP_BR_AR_MANAGER,,
J59,022,J59.022,Dunning Level Distribution,F1742,,DunningLevelDistributionKPI,analyzeSBKPIDunningLevelDistribution,SAP_BR_AR_MANAGER,,
J59,023,J59.023,Dunning Level Distribution,,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
J59,024,J59.024,Days Beyond Terms,F1739,,DaysBeyondTermsKPI,analyzeSBKPIDaysBeyondTerms,SAP_BR_AR_MANAGER,,
J59,025,J59.025,Days Beyond Terms(Days Beyond Terms - Last 12 Months),F1739,,DaysBeyondTermsKPI,analyzeSBKPIDaysBeyondTerms,SAP_BR_AR_MANAGER,,
J59,026,J59.026,Display Item Change Log,F2681,,Supplier,displayItemChangeLog,SAP_BR_AP_MANAGER,,
J59,027,J59.027,Display Item Change Log(Display Item Change Log - Customer),F2681,,Supplier,displayItemChangeLog,SAP_BR_AP_MANAGER,,
J59,028,J59.028,Cash Collection Tracker,F2925,,CashCollectionTrackerKPI,analyzeSBKPICashCollectionTrackerAR,SAP_BR_AR_MANAGER,,
J59,029,J59.029,Cash Collection Tracker(Cash Collection Tracker - Accounts Receivable),F2925,,CashCollectionTrackerKPI,analyzeSBKPICashCollectionTrackerAR,SAP_BR_AR_MANAGER,,
J59,030,J59.030,Enter Down Payment Invoice(Create Outgoing Invoices),FB70,,Customer,createOutgoingInvoice,SAP_BR_AR_ACCOUNTANT,,
J59,031,J59.031,Post Incoming Payments,F1345,,Customer,postPayment,SAP_BR_AP_ACCOUNTANT,,
J59,032,J59.032,Post Incoming Payments(Post Incoming Payments - For Customers),FBZ1,,Customer,postIncomingPayment,SAP_BR_AP_ACCOUNTANT,,
J59,033,J59.033,Enter Credit Memo(Create Outgoing Invoices),FB70,,Customer,createOutgoingInvoice,SAP_BR_AR_ACCOUNTANT,,
J59,034,J59.034,Enter Invoice Without Sales Order(Create Outgoing Invoices),FB70,,Customer,createOutgoingInvoice,SAP_BR_AR_ACCOUNTANT,,
J59,035,J59.035,Post Incoming Payments,F1345,,Customer,postPayment,SAP_BR_AP_ACCOUNTANT,,
J59,036,J59.036,Post Incoming Payments(Clear Incoming Payments - Manual Clearing),F0773,,Customer,clearOpenItems,SAP_BR_AR_ACCOUNTANT,,
J59,037,J59.037,Clear Open Items Manually(Clear Incoming Payments),F0773,,Customer,clearOpenItems,SAP_BR_AR_ACCOUNTANT,,
J59,038,J59.038,Clear Open Items Manually(Clear Open Items),F13E,,AccountingDocument,automaticClearingWithClearingCurrency,SAP_BR_AP_ACCOUNTANT,,
J59,039,J59.039,Clear Open Items Manually(Clear Incoming Payments - Manual Clearing),F0773,,Customer,clearOpenItems,SAP_BR_AR_ACCOUNTANT,,
J59,040,J59.040,Reprocess Bank Statement Items,F1520,,BankStatement,reverseItems,SAP_BR_ADMIN_APR_FICA,,
J59,041,J59.041,Manage Bank Statement Reprocessing Rules (Optional)(Manage Processing Rules),F3555,,BankStatementReprocessingRule,manage,SAP_BR_ADMIN_APR_FICA,,
J59,042,J59.042,Manage Bank Statement Reprocessing Rules (Optional)(Manage Processing Rules - For Bank Statements),F3555,,BankStatementReprocessingRule,manage,SAP_BR_ADMIN_APR_FICA,,
J59,043,J59.043,Manage Bank Statement Reprocessing Rules (Optional)(Manage Bank Statement Reprocessing Rules),F3555,,BankStatementReprocessingRule,manage,SAP_BR_ADMIN_APR_FICA,,
J59,044,J59.044,Manage Payment Advice(Manage Payment Advices),F2550,,PaymentAdvice,manage,SAP_BR_APR_ACCOUNTANT_FICA,,
J59,045,J59.045,Clear Credit/Debit Memos Manually(Clear Incoming Payments),F0773,,Customer,clearOpenItems,SAP_BR_AR_ACCOUNTANT,,
J59,046,J59.046,Clear Credit/Debit Memos Manually(Clear Open Items),F13E,,AccountingDocument,automaticClearingWithClearingCurrency,SAP_BR_AP_ACCOUNTANT,,
J59,047,J59.047,Clear Credit/Debit Memos Manually(Clear Incoming Payments - Manual Clearing),F0773,,Customer,clearOpenItems,SAP_BR_AR_ACCOUNTANT,,
J59,048,J59.048,Post Incoming Payments,F1345,,Customer,postPayment,SAP_BR_AP_ACCOUNTANT,,
J59,049,J59.049,Post Incoming Payments(Manage Customer Line Items),F0711,,Customer,manageLineItems,SAP_BR_AR_ACCOUNTANT,,
J59,050,J59.050,Post Incoming Payments(Post Incoming Payments - For Customers),FBZ1,,Customer,postIncomingPayment,SAP_BR_AP_ACCOUNTANT,,
J59,051,J59.051,Reset Cleared Items,F2223,,ClearingAccountingDocument,resetClearedItems,SAP_BR_AP_ACCOUNTANT,,
J59,052,J59.052,Reset and Reverse Cleared Items(Reset Cleared Items),F2223,,ClearingAccountingDocument,resetClearedItems,SAP_BR_AP_ACCOUNTANT,,
J59,053,J59.053,Reverse Individual Documents(Manage Journal Entries),F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
J59,054,J59.054,Reverse Individual Documents(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J59,055,J59.055,Payment Complement - Enter Payment Method(Manage Journal Entries),F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
J59,056,J59.056,Payment Complement - Enter Payment Method(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J59,057,J59.057,eDocument Cockpit,,EDOC_COCKPIT,ElectronicDocument,cockpit,SAP_BR_AR_ACCOUNTANT_CL,,
J59,058,J59.058,Review ePayment for Consolidation(eDocument Cockpit),,EDOC_COCKPIT,ElectronicDocument,cockpit,SAP_BR_AR_ACCOUNTANT_CL,,
J59,059,J59.059,Create Automatic Consolidated ePayment(Create Consolidated eDocuments),,EDOC_MX_SUMMARY,ElectronicDocument,consolidateEdocument,SAP_BR_AR_ACCOUNTANT_MX,,
J59,060,J59.060,Create Automatic Consolidated ePayment(eDocument Cockpit),,EDOC_COCKPIT,ElectronicDocument,cockpit,SAP_BR_AR_ACCOUNTANT_CL,,
J59,061,J59.061,Create Automatic Consolidated ePayment(Create Consolidated eDocuments - Mexico),,EDOC_MX_SUMMARY,ElectronicDocument,consolidateEdocument,SAP_BR_AR_ACCOUNTANT_MX,,
J59,062,J59.062,Submit eDocument for Consolidated Payment(eDocument Cockpit),,EDOC_COCKPIT,ElectronicDocument,cockpit,SAP_BR_AR_ACCOUNTANT_CL,,
J59,063,J59.063,Display Customer Balances,F0703A,,Customer,displayBalances,SAP_BR_AR_ACCOUNTANT,,
J59,064,J59.064,Manage Customer Line Items,F0711,,Customer,manageLineItems,SAP_BR_AR_ACCOUNTANT,,
J59,065,J59.065,Schedule Interest Calculation Jobs,F4176,,FinanceApplicationJob,scheduleInterestRun,SAP_BR_AP_ACCOUNTANT,,
J59,066,J59.066,Manage Interest Runs,F4485,,InterestRun,manage,SAP_BR_AP_ACCOUNTANT,,
J59,067,J59.067,Display Interest Runs,F4485,,InterestRun,manage,SAP_BR_AP_ACCOUNTANT,,
J59,068,J59.068,Bad Debt Write-Off(Post with Clearing),F-04,,AccountingDocument,postWithClearing,SAP_BR_AP_ACCOUNTANT_HU,,
J60,001,J60.001,Maintain Business Partner,,BP,BusinessPartner,maintain,SAP_BR_ADMIN_APR_FICA,,
J60,002,J60.002,Display Supplier List,F1861,,Supplier,displayList,SAP_BR_AP_ACCOUNTANT,,
J60,003,J60.003,Maintain Check Lots(Manage Checkbooks),F1577,,CheckBook,manage,SAP_BR_AP_ACCOUNTANT,,
J60,004,J60.004,Netting of AR/AP Items (Optional)(Maintain Business Partner),,BP,BusinessPartner,maintain,SAP_BR_ADMIN_APR_FICA,,
J60,005,J60.005,Invoice Entry Without Purchase Order(Create Supplier Invoice),F0859,,SupplierInvoice,displayFactSheet,SAP_BR_AP_ACCOUNTANT,,
J60,006,J60.006,Invoice Entry Without Purchase Order(Manage Supplier Invoices),F0859,,SupplierInvoice,displayFactSheet,SAP_BR_AP_ACCOUNTANT,,
J60,007,J60.007,Invoice Entry for One-Time Supplier without Purchase Order(Create Supplier Invoice),F0859,,SupplierInvoice,displayFactSheet,SAP_BR_AP_ACCOUNTANT,,
J60,008,J60.008,Invoice Entry for One-Time Supplier without Purchase Order(Create Supplier Invoice - Advanced),,MIRO,SupplierInvoice,createAdvanced,SAP_BR_AP_ACCOUNTANT,,
J60,009,J60.009,Mass Import for Supplier Invoices(Import Supplier Invoices),F3041,,SupplierInvoice,import,SAP_BR_AP_ACCOUNTANT,,
J60,010,J60.010,View Supplier Line Items(Manage Supplier Line Items),F0712,,Supplier,manageLineItems,SAP_BR_AP_ACCOUNTANT,,
J60,011,J60.011,Manage Payment Blocks,F0593A,,Supplier,managePaymentBlocksV2,SAP_BR_AP_ACCOUNTANT,,
J60,012,J60.012,Manage Payment Blocks(Manage Supplier Line Items),F0712,,Supplier,manageLineItems,SAP_BR_AP_ACCOUNTANT,,
J60,013,J60.013,Manage Payment Blocks(Manage Payment Blocks V2),F0593A,,Supplier,managePaymentBlocksV2,SAP_BR_AP_ACCOUNTANT,,
J60,014,J60.014,View Supplier Balance(Display Supplier Balances),F0701A,,Supplier,displayBalances,SAP_BR_AP_ACCOUNTANT,,
J60,015,J60.015,View Supplier Balance(Display Supplier Balances),,Version 2,,,,,
J60,016,J60.016,Payment Run(Manage Supplier Line Items),F0712,,Supplier,manageLineItems,SAP_BR_AP_ACCOUNTANT,,
J60,017,J60.017,Schedule Payment Proposals(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
J60,018,J60.018,Revise Payment Proposal(Revise Payment Proposals),F0771,,AutomaticPayment,revisePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
J60,019,J60.019,Release Payment Proposal(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
J60,020,J60.020,Mass Reverse Payment Run (Optional)(Schedule Accounts Payable Jobs),F2257,,FinanceApplicationJob,scheduleAccPayableJobs,SAP_BR_AP_ACCOUNTANT,,
J60,021,J60.021,View Payment List(Display Payment Lists),F3917,,CAPaymentRun,displayPaymentData,SAP_BR_ADMIN_APR_FICA,,
J60,022,J60.022,View Payment List(Display Payment Lists),,S_P99_41000099,AutomaticPayment,displayPaymentList,SAP_BR_AP_ACCOUNTANT,,
J60,023,J60.023,Payment Plans(Manage Payment Plans),F4806,,AutomaticPayment,managePaymentPlan,SAP_BR_AP_ACCOUNTANT,,
J60,024,J60.024,Payment Plans(Schedule Accounts Payable Jobs),F2257,,FinanceApplicationJob,scheduleAccPayableJobs,SAP_BR_AP_ACCOUNTANT,,
J60,025,J60.025,Create Single Outgoing Payment (Indirect)(Manage Supplier Line Items),F0712,,Supplier,manageLineItems,SAP_BR_AP_ACCOUNTANT,,
J60,026,J60.026,Create Single Payment (Direct)(Create Single Payment),F0743,,AccountingDocument,createSinglePayment,SAP_BR_AP_ACCOUNTANT,,
J60,027,J60.027,Create Single Payment (Direct)(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
J60,028,J60.028,Free Form Payment Request(My Free Form Payments),F2564,,PaymentRequest,processMy,SAP_BR_AP_ACCOUNTANT,,
J60,029,J60.029,Free Form Payment Request(Maintain Business Partner),,BP,BusinessPartner,maintain,SAP_BR_ADMIN_APR_FICA,,
J60,030,J60.030,Post Free Form Payment Request(Process Free Form Payments),F2564,,PaymentRequest,processMy,SAP_BR_AP_ACCOUNTANT,,
J60,031,J60.031,Post Outgoing Payment(Post Outgoing Payments),F1612,,Supplier,postPayment,SAP_BR_AP_ACCOUNTANT,,
J60,032,J60.032,Post Outgoing Payment(Manage Bank Accounts),F1366A,,BankAccount,manageMasterData,SAP_BR_CASH_MANAGER,,
J60,033,J60.033,Payment Approval(Monitor Payments),F2388,,PaymentItem,monitor,SAP_BR_AP_ACCOUNTANT,,
J60,034,J60.034,Approval by First Approver(Approve Bank Payments),F0673A,,BankOutgoingPaymentCollection,approvePayments,SAP_BR_AP_MANAGER,,
J60,035,J60.035,Approval by First Approver(Monitor Payments),F2388,,PaymentItem,monitor,SAP_BR_AP_ACCOUNTANT,,
J60,036,J60.036,Approval by Second Approver(Approve Bank Payments),F0673A,,BankOutgoingPaymentCollection,approvePayments,SAP_BR_AP_MANAGER,,
J60,037,J60.037,Approval by Second Approver(Monitor Payments),F2388,,PaymentItem,monitor,SAP_BR_AP_ACCOUNTANT,,
J60,038,J60.038,Void Checks(Manage Outgoing Checks),F1578,,OutgoingCheck,manage,SAP_BR_AP_ACCOUNTANT,,
J60,039,J60.039,Cash Checks(Manage Outgoing Checks),F1578,,OutgoingCheck,manage,SAP_BR_AP_ACCOUNTANT,,
J60,040,J60.040,List Checks(Manage Outgoing Checks),F1578,,OutgoingCheck,manage,SAP_BR_AP_ACCOUNTANT,,
J60,041,J60.041,Display Check Details(Manage Outgoing Checks),F1578,,OutgoingCheck,manage,SAP_BR_AP_ACCOUNTANT,,
J60,042,J60.042,Display Check Details(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
J60,043,J60.043,Create Positive Pay File(Create Positive Pay Files),FCHX,,OutgoingCheck,extractCreation,SAP_BR_AP_ACCOUNTANT,,
J60,044,J60.044,Create Positive Pay File(Schedule Accounts Payable Jobs),F2257,,FinanceApplicationJob,scheduleAccPayableJobs,SAP_BR_AP_ACCOUNTANT,,
J60,045,J60.045,Create Positive Pay File(Create Positive Pay Files - FCHX),FCHX,,OutgoingCheck,extractCreation,SAP_BR_AP_ACCOUNTANT,,
J60,046,J60.046,Correspondence(Create Correspondence),F0744A,,Correspondence,create,SAP_BR_AP_ACCOUNTANT,,
J60,047,J60.047,Correspondence(Create Correspondence),,Version 2,,,,,
J60,048,J60.048,Reset Cleared Items,F2223,,ClearingAccountingDocument,resetClearedItems,SAP_BR_AP_ACCOUNTANT,,
J60,049,J60.049,Reset and Reverse Cleared Items(Reset Cleared Items),F2223,,ClearingAccountingDocument,resetClearedItems,SAP_BR_AP_ACCOUNTANT,,
J60,050,J60.050,Create Down Payment Request(Manage Supplier Down Payment Requests),F1688,,Supplier,manageDownPaymentRequests,SAP_BR_AP_ACCOUNTANT,,
